#Date,Ping,Download,Upload2016-02-02 13:27:00,17.14,1.69,0.002016-02-02 14:31:14,18.08,1.51,0.002016-02-02 14:36:21,60.40,0.87,0.002016-02-02 15:07:42,18.05,4.35,0.002016-02-02 15:38:25,16.96,4.28,0.002016-02-02 16:09:09,60.56,1.39,0.002016-02-02 16:40:10,27.82,0.83,0.00
2016-02-08 18:00:52,31.66,13.1,0.79
2016-02-08 20:00:55,27.99,12.5,0.78
2016-02-08 22:00:53,28.95,13.0,0.78
2016-02-09 00:00:50,43.57,12.6,0.78
2016-02-09 02:00:56,31.26,13.0,0.80
2016-02-09 04:00:52,32.61,13.1,0.79
2016-02-09 06:00:52,26.81,13.0,0.78
2016-02-09 08:00:51,39.61,12.5,0.78
2016-02-09 10:00:53,38.65,13.0,0.79
2016-02-09 12:00:52,26.82,13.0,0.79
2016-02-09 14:00:52,26.2 ,13.0,0.79
2016-02-09 16:04:33,25.37,7.15,0.03
2016-02-09 18:01:22,97.96,5.40,0.45
2016-02-09 20:01:09,28.43,6.19,0.47
2016-02-09 22:01:08,23.05,6.41,0.47
2016-02-10 00:01:05,28.06,7.91,0.54
2016-02-10 02:01:08,27.68,7.64,0.49
2016-02-10 04:01:14,33.76,6.91,0.45
2016-02-10 06:01:11,43.74,6.20,0.38
2016-02-10 08:01:15,31.58,6.24,0.38
2016-02-10 10:01:15,29.02,6.25,0.38
2016-02-10 12:01:00,39.31,11.8,0.73
2016-02-10 14:00:55,21.21,11.8,0.73
2016-02-10 16:01:07,27.14,10.0,0.58
2016-02-10 18:01:01,26.74,10.0,0.58
2016-02-10 20:01:09,22.15,10.0,0.55
2016-02-10 22:01:05,27.62,10.0,0.57
2016-02-11 00:01:06,28.36,10.0,0.58
2016-02-11 02:01:04,37.61,9.97,0.58
2016-02-11 04:01:06,28.44,10.0,0.59
2016-02-11 06:01:07,32.36,10.0,0.58
2016-02-11 08:01:07,33.30,10.0,0.592016-02-11 10:00:07,0.0,0.0,0.02016-02-11 12:00:08,0.0,0.0,0.02016-02-11 14:00:04,0.0,0.0,0.02016-02-11 16:00:06,0.0,0.0,0.0
2016-02-11 18:01:05,39.98,9.82,0.69
2016-02-11 20:00:55,37.36,12.6,0.74
2016-02-11 22:00:54,36.31,12.6,0.74
2016-02-12 00:00:55,20.84,12.6,0.75
2016-02-12 02:00:56,39.45,12.6,0.75
2016-02-12 04:00:53,40.05,12.2,0.73
2016-02-12 06:00:56,36.76,12.6,0.73
2016-02-12 08:01:07,46.05,7.76,0.51
2016-02-12 10:00:59,28.89,7.53,0.49
2016-02-12 12:00:58,41.59,7.52,0.49
2016-02-12 14:01:02,44.82,7.86,0.49
2016-02-12 16:01:03,42.17,8.05,0.49
2016-02-12 18:00:55,31.87,7.74,0.61
2016-02-12 20:00:55,46.93,7.22,0.61
2016-02-12 22:00:56,43.80,7.53,0.62
2016-02-13 00:00:59,21.66,8.13,0.63
2016-02-13 02:01:13,40.25,8.07,0.62
2016-02-13 04:00:56,22.46,8.10,0.63
2016-02-13 06:00:55,40.33,8.03,0.62
2016-02-13 08:00:56,41.57,8.06,0.61
2016-02-13 10:01:00,20.99,10.7,0.70
2016-02-13 12:01:02,44.29,7.73,0.50
2016-02-13 14:01:06,22.45,8.58,0.55
2016-02-13 16:00:49,39.58,13.0,0.83
2016-02-13 17:41:57,21.99,6.06,0.53
2016-02-13 18:01:00,21.08,8.77,0.54
2016-02-13 20:01:02,22.55,7.71,0.60
2016-02-13 22:00:55,41.49,10.3,0.75
2016-02-14 00:00:54,38.20,12.3,0.77
2016-02-14 02:00:55,39.08,12.0,0.75
2016-02-14 04:00:53,44.98,12.3,0.76
2016-02-14 06:00:55,42.69,12.3,0.77
2016-02-14 08:01:10,46.68,8.35,0.68
2016-02-14 10:01:02,20.90,11.1,0.70
2016-02-14 12:00:52,38.73,12.3,0.76
2016-02-14 14:00:56,27.51,7.49,0.58
2016-02-14 16:01:04,20.44,10.1,0.55
2016-02-14 18:00:57,44.88,10.8,0.69
2016-02-14 20:01:09,21.94,8.27,0.58
2016-02-14 22:01:09,33.89,7.75,0.48
2016-02-15 00:01:05,32.62,7.72,0.49
2016-02-15 02:01:04,30.07,7.73,0.48
2016-02-15 04:01:08,42.59,7.69,0.48
2016-02-15 06:01:13,42.26,7.76,0.48
2016-02-15 08:01:00,42.67,7.52,0.48
2016-02-15 10:00:59,30.01,7.69,0.48
2016-02-15 12:01:01,24.35,8.20,0.66
2016-02-15 14:01:10,22.32,7.31,0.48
2016-02-15 16:00:59,41.42,13.5,0.73
2016-02-15 18:01:16,27.8 ,6.20,0.35
2016-02-15 20:01:11,25.17,6.29,0.40
2016-02-15 22:01:10,34.64,6.24,0.40
2016-02-16 00:01:10,28.79,6.28,0.40
2016-02-16 02:01:10,32.28,6.26,0.40
2016-02-16 04:01:14,43.37,6.20,0.40
2016-02-16 06:01:15,42.53,6.16,0.39
2016-02-16 08:01:10,31.82,6.28,0.39
2016-02-16 10:01:10,25.53,6.28,0.40
2016-02-16 12:01:10,42.03,6.23,0.40
2016-02-16 14:01:12,41.96,6.26,0.40
2016-02-16 16:01:19,31.13,4.97,0.35
2016-02-16 18:01:11,24.53,6.28,0.39
2016-02-16 20:02:12,94.21,2.00,0.19
2016-02-16 22:01:28,31.94,2.47,0.36
2016-02-17 00:00:59,40.49,9.86,0.69
2016-02-17 02:01:20,29.42,5.26,0.38
2016-02-17 04:01:17,39.93,5.26,0.38
2016-02-17 06:01:28,90.08,4.74,0.34
2016-02-17 08:01:37,45.09,2.62,0.31
2016-02-17 10:01:18,43.03,5.08,0.36
2016-02-17 12:01:01,22.37,8.42,0.55
2016-02-17 14:01:02,39.65,8.44,0.55
2016-02-17 16:01:01,40.54,7.47,0.47
2016-02-17 18:00:58,22.37,7.84,0.54
2016-02-17 20:00:51,20.45,12.3,0.81
2016-02-17 22:00:55,32.18,12.8,0.74
2016-02-18 00:00:50,38.54,12.3,0.73
2016-02-18 02:00:56,21.73,12.1,0.74
2016-02-18 04:00:59,20.92,12.7,0.74
2016-02-18 06:00:57,26.98,12.7,0.67
2016-02-18 08:00:54,42.46,8.91,0.63
2016-02-18 10:01:17,48.24,8.79,0.69
2016-02-18 12:00:48,38.86,14.4,0.89
2016-02-18 18:02:04,37.22,14.7,0.88
2016-02-18 20:01:29,30.67,13.6,0.81
2016-02-18 22:01:19,26.75,14.3,0.88
2016-02-19 00:00:53,23.67,13.4,0.79
2016-02-19 02:00:59,24.41,13.5,0.79
2016-02-19 04:01:15,38.04,12.7,0.78
2016-02-19 06:01:23,34.34,13.5,0.78
2016-02-19 08:01:08,29.14,13.4,0.78
2016-02-19 10:00:55,24.74,13.4,0.78
2016-02-19 12:00:52,28.52,13.3,0.78
2016-02-19 14:00:52,20.49,13.4,0.79
2016-02-19 16:00:56,36.62,13.1,0.76
2016-02-19 18:00:51,37.69,12.7,0.77
2016-02-19 20:00:54,38.31,7.89,0.66
2016-02-19 22:01:07,25.05,9.19,0.65
2016-02-20 00:00:57,26.39,9.15,0.64
2016-02-20 02:01:06,36.67,9.18,0.65
2016-02-20 04:00:57,25.54,12.3,0.73
2016-02-20 06:01:01,25.40,12.4,0.74
2016-02-20 08:00:56,38.60,11.9,0.67
2016-02-20 10:01:02,20.62,11.9,0.72
2016-02-20 12:00:56,20.93,12.3,0.73
2016-02-20 14:00:57,25.22,12.4,0.74
2016-02-20 16:00:54,28.23,12.4,0.73
2016-02-20 18:00:58,36.02,11.9,0.71
2016-02-20 20:00:46,38.58,11.1,0.71
2016-02-20 22:00:55,27.85,12.4,0.73
2016-02-21 00:00:55,29.99,12.4,0.73
2016-02-21 02:00:56,26.86,12.4,0.73
2016-02-21 04:00:53,38.5 ,12.1,0.73
2016-02-21 06:00:56,40.61,12.2,0.73
2016-02-21 08:00:54,37.71,12.1,0.73
2016-02-21 10:00:56,27.03,12.4,0.73
2016-02-21 12:00:56,21.20,11.8,0.73
2016-02-21 14:01:02,27.73,12.4,0.74
2016-02-21 16:01:02,22.35,12.3,0.74
2016-02-21 18:00:53,38.76,12.6,0.73
2016-02-21 20:01:09,24.06,7.34,0.42
2016-02-21 22:01:08,47.55,7.31,0.43
2016-02-22 00:01:03,33.98,7.39,0.43
2016-02-22 02:00:55,39.23,6.91,0.59
2016-02-22 04:00:59,37.91,11.0,0.71
2016-02-22 06:00:59,42.57,11.1,0.71
2016-02-22 08:01:13,44.53,9.86,0.50
2016-02-22 10:01:04,27.48,9.74,0.58
2016-02-22 12:00:54,37.88,10.0,0.73
2016-02-22 14:01:06,30.60,6.80,0.42
2016-02-22 16:01:14,23.99,6.24,0.42
2016-02-22 18:00:53,38.55,11.8,0.74
2016-02-22 20:01:00,20.60,10.4,0.70
2016-02-22 22:00:55,20.50,12.1,0.75
2016-02-23 00:01:05,38.24,11.9,0.49
2016-02-23 02:00:55,25.15,12.1,0.75
2016-02-23 04:00:53,37.83,11.8,0.74
2016-02-23 06:00:53,38.26,11.9,0.74
2016-02-23 08:00:54,38.90,11.8,0.74
2016-02-23 10:00:57,28.28,12.1,0.75
2016-02-23 12:00:57,34.54,12.0,0.72
2016-02-23 14:00:59,21.01,12.0,0.73
2016-02-23 16:01:02,20.82,11.5,0.74
2016-02-23 18:00:57,43.7 ,7.91,0.72
2016-02-23 20:01:01,21.65,10.4,0.70
2016-02-23 22:01:00,20.49,11.5,0.74
2016-02-24 00:00:58,34.91,11.4,0.74
2016-02-24 02:00:59,39.58,11.4,0.74
2016-02-24 04:00:54,38.06,11.3,0.73
2016-02-24 06:00:57,28.11,11.5,0.74
2016-02-24 08:00:50,39.58,11.0,0.73
2016-02-24 10:00:58,24.08,11.5,0.74
2016-02-24 12:01:00,27.49,11.4,0.74
2016-02-24 14:00:56,36.28,11.5,0.74
2016-02-24 16:00:49,38.79,11.1,0.73
2016-02-24 18:00:56,20.87,11.5,0.73
2016-02-24 20:00:57,27.68,11.4,0.72
2016-02-24 22:00:56,33.40,11.5,0.74
2016-02-25 00:00:57,21.73,11.5,0.74
2016-02-25 02:00:58,28.01,11.5,0.74
2016-02-25 04:00:54,38.89,11.2,0.73
2016-02-25 06:00:49,38.05,11.2,0.73
2016-02-25 08:01:06,38.41,11.2,0.49
2016-02-25 10:04:31,21.46,11.5,0.74
2016-02-25 12:00:54,38.76,11.3,0.73
2016-02-25 14:00:59,38.31,11.1,0.74
2016-02-25 16:00:58,27.72,11.4,0.74
2016-02-25 18:01:02,47.82,10.0,0.67
2016-02-25 20:00:58,37.87,10.7,0.69
2016-02-25 22:01:02,31.50,11.4,0.67
2016-02-26 00:00:55,38.33,11.2,0.73
2016-02-26 02:00:57,38.81,11.3,0.73
2016-02-26 04:00:58,27.37,11.4,0.74
2016-02-26 06:00:57,36.33,11.5,0.73
2016-02-26 08:01:18,38.05,11.3,0.72
2016-02-26 10:01:27,22.38,8.74,0.57
2016-02-26 12:01:13,28.84,8.81,0.58
2016-02-26 14:00:53,37.84,12.2,0.75
2016-02-26 16:01:10,23.08,13.2,0.84
2016-02-26 18:01:12,26.90,9.40,0.67
2016-02-26 20:01:11,37.58,8.76,0.63
2016-02-26 22:01:03,21.56,8.72,0.63
2016-02-27 00:01:01,36.60,8.75,0.63
2016-02-27 02:01:03,36.51,8.56,0.53
2016-02-27 04:01:19,42.83,6.41,0.33
2016-02-27 06:00:59,45.32,8.37,0.52
2016-02-27 08:00:56,39.70,8.06,0.52
2016-02-27 10:01:04,47.82,8.44,0.52
2016-02-27 12:01:05,42.31,7.85,0.52
2016-02-27 14:01:12,66.00,5.97,0.45
2016-02-27 16:00:55,44.43,10.8,0.80
2016-02-27 18:00:51,24.31,13.6,0.84
2016-02-27 20:01:43,38.27,13.8,0.87
2016-02-27 22:00:48,19.42,13.9,0.88
2016-02-28 00:00:48,24.62,13.9,0.88
2016-02-28 02:00:55,39.16,13.7,0.89
2016-02-28 04:00:51,38.07,14.2,0.89
2016-02-28 06:01:02,34.07,9.86,0.72
2016-02-28 08:00:53,38.09,13.6,0.88
2016-02-28 10:00:52,37.99,7.24,0.71
2016-02-28 12:01:07,22.54,8.53,0.53
2016-02-28 14:01:04,39.24,6.46,0.46
2016-02-28 16:01:11,40.43,9.84,0.61
2016-02-28 18:01:05,22.07,9.92,0.62
2016-02-28 20:01:05,42.67,9.17,0.75
2016-02-28 22:01:06,20.93,9.59,0.61
2016-02-29 00:01:02,20.75,9.60,0.75
2016-02-29 02:00:49,38.24,9.26,0.74
2016-02-29 04:00:58,33.94,9.52,0.73
2016-02-29 06:01:01,21.78,9.60,0.75
2016-02-29 08:01:05,29.27,9.60,0.75
2016-02-29 10:01:02,31.35,9.60,0.75
2016-02-29 12:00:50,27.44,12.2,0.83
2016-02-29 14:00:57,25.17,10.7,0.80
2016-02-29 16:01:00,21.56,10.4,0.80
2016-02-29 18:00:51,24.44,10.3,0.77
2016-02-29 20:01:00,38.45,9.31,0.47
2016-02-29 22:01:01,23.94,7.96,0.58
2016-03-01 00:01:08,22.36,6.60,0.48
2016-03-01 02:01:07,46.74,6.84,0.50
2016-03-01 04:00:50,38.19,9.08,0.66
2016-03-01 06:00:59,38.96,10.9,0.69
2016-03-01 08:01:09,22.49,9.86,0.53
2016-03-01 10:01:05,35.69,9.56,0.51
2016-03-01 14:00:50,23.25,13.9,0.88
2016-03-01 16:01:04,21.89,10.2,0.74
2016-03-01 18:00:51,22.70,12.6,0.84
2016-03-01 20:01:14,28.50,5.90,0.37
2016-03-01 22:01:13,22.89,6.95,0.39
2016-03-02 00:00:49,22.33,14.1,0.87
2016-03-02 02:00:57,20.54,12.7,0.74
2016-03-02 04:01:00,46.23,12.2,0.73
2016-03-02 06:01:05,21.61,8.92,0.75
2016-03-02 08:01:23,42.50,6.27,0.30
2016-03-02 10:01:25,29.35,6.89,0.30
2016-03-02 12:01:13,40.42,6.36,0.39
2016-03-02 14:01:10,29.28,6.46,0.38
2016-03-02 16:03:25,28.09,6.51,0.39
2016-03-02 18:01:08,24.44,5.62,0.44
2016-03-02 20:01:18,24.70,5.33,0.40
2016-03-02 22:01:11,25.96,5.90,0.45
2016-03-03 00:01:07,29.56,5.88,0.45
2016-03-03 02:01:15,26.78,5.89,0.45
2016-03-03 04:01:23,28.33,4.09,0.31
2016-03-03 06:01:32,46.05,4.22,0.31
2016-03-03 08:01:32,40.27,4.21,0.31
2016-03-03 10:01:33,40.05,4.23,0.31
2016-03-03 12:01:31,27.75,4.25,0.32
2016-03-03 14:01:30,36.22,4.24,0.31
2016-03-03 16:01:32,40.78,4.22,0.31
2016-03-03 18:01:40,53.24,3.39,0.29
2016-03-03 20:01:45,53.87,3.61,0.28
2016-03-03 22:01:32,41.94,4.20,0.31
2016-03-04 00:01:55,45.73,4.20,0.31
2016-03-04 02:01:27,28.13,4.24,0.31
2016-03-04 04:01:35,30.05,4.24,0.32
2016-03-04 06:01:32,42.92,4.23,0.31
2016-03-04 08:01:32,27.39,4.24,0.32
2016-03-04 10:01:55,48.55,3.77,0.24
2016-03-04 12:01:30,30.64,4.21,0.31
2016-03-04 14:01:20,27.47,4.07,0.31
2016-03-04 16:01:55,41.56,3.50,0.25
2016-03-04 18:01:32,45.33,4.23,0.31
2016-03-04 20:01:10,35.11,3.45,0.29
2016-03-04 22:01:32,27.45,4.10,0.30
2016-03-05 00:01:30,28.61,4.15,0.32
2016-03-05 02:01:40,27.32,4.03,0.31
2016-03-05 04:01:30,26.59,4.24,0.32
2016-03-05 06:01:32,43.78,4.23,0.31
2016-03-05 08:01:35,44.86,4.14,0.30
2016-03-05 10:01:34,30.01,4.25,0.32
2016-03-05 12:01:40,46.69,3.91,0.28
2016-03-05 14:01:43,49.77,2.54,0.27
2016-03-05 16:01:38,28.42,4.24,0.31
2016-03-05 18:01:30,27.66,4.25,0.32
2016-03-05 20:01:35,42.79,3.92,0.31
2016-03-05 22:01:45,73.90,2.04,0.27
2016-03-06 00:01:31,27.13,4.24,0.32
2016-03-06 02:01:26,27.06,4.24,0.32
2016-03-06 04:01:30,27.09,4.25,0.32
2016-03-06 06:01:30,37.87,4.24,0.31
2016-03-06 08:01:32,27.63,4.25,0.32
2016-03-06 10:01:35,44.15,4.21,0.31
2016-03-06 12:01:32,44.76,4.23,0.32
2016-03-06 14:01:30,39.95,4.25,0.32
2016-03-06 16:01:32,26.72,4.24,0.32
2016-03-06 18:01:29,27.23,4.24,0.32
2016-03-06 20:01:34,43.50,4.22,0.32
2016-03-06 22:01:31,27.37,4.25,0.32
2016-03-07 00:01:23,27.16,4.24,0.32
2016-03-07 02:01:32,27.91,4.25,0.32
2016-03-07 04:01:33,42.93,4.21,0.32
2016-03-07 06:01:24,45.58,4.22,0.31
2016-03-07 08:01:30,29.28,4.24,0.32
2016-03-07 10:01:31,30.07,4.22,0.32
2016-03-07 12:01:34,26.93,4.25,0.32
2016-03-07 14:01:29,35.73,4.25,0.32
2016-03-07 16:01:35,26.97,4.25,0.32
2016-03-07 18:01:31,30.16,4.25,0.32
2016-03-07 20:01:33,26.89,4.24,0.32
2016-03-07 22:01:35,40.83,4.21,0.32
2016-03-08 00:01:30,30.00,4.25,0.32
2016-03-08 02:01:32,27.14,4.25,0.32
2016-03-08 04:01:30,26.98,4.18,0.32
2016-03-08 06:01:31,43.66,4.19,0.32
2016-03-08 08:01:31,43.32,4.23,0.32
2016-03-08 10:01:31,33.64,4.25,0.32
2016-03-08 12:01:34,28.68,4.25,0.32
2016-03-08 14:01:31,43.97,4.22,0.32
2016-03-08 16:01:41,27.07,4.25,0.32
2016-03-08 18:01:35,27.82,4.25,0.32
2016-03-08 20:01:30,26.87,4.25,0.32
2016-03-08 22:01:31,26.86,4.24,0.32
2016-03-09 00:01:32,49.92,4.20,0.32
2016-03-09 02:01:34,43.76,4.22,0.32
2016-03-09 04:01:30,26.79,4.25,0.32
2016-03-09 06:01:30,36.28,4.23,0.32
2016-03-09 08:01:34,26.74,4.25,0.32
2016-03-09 10:01:30,29.10,4.25,0.32
2016-03-09 12:01:31,43.98,4.21,0.32
2016-03-09 14:01:34,36.16,4.26,0.32
2016-03-09 16:01:36,27.36,4.25,0.32
2016-03-09 18:01:35,27.22,4.26,0.32
2016-03-09 20:01:35,27.96,4.25,0.32
2016-03-09 22:01:22,27.53,4.24,0.32
2016-03-10 00:01:31,44.04,4.21,0.32
2016-03-10 02:01:30,31.51,4.24,0.32
2016-03-10 04:01:18,28.42,3.91,0.32
2016-03-10 06:01:34,26.99,4.25,0.32
2016-03-10 08:01:30,29.16,4.15,0.32
2016-03-10 10:01:34,43.52,4.21,0.32
2016-03-10 12:01:35,43.18,4.22,0.32
2016-03-10 14:01:34,37.24,4.25,0.32
2016-03-10 16:01:29,26.61,4.24,0.32
2016-03-10 18:01:34,26.98,4.25,0.32
2016-03-10 20:01:30,40.84,4.22,0.32
2016-03-10 22:01:32,46.20,4.22,0.32
2016-03-11 00:01:30,29.15,4.25,0.32
2016-03-11 02:01:30,34.36,4.20,0.32
2016-03-11 04:01:30,28.75,4.25,0.32
2016-03-11 06:01:32,44.77,4.24,0.32
2016-03-11 08:01:32,44.48,4.22,0.32
2016-03-11 10:01:32,29.87,4.24,0.32
2016-03-11 12:01:33,26.83,4.25,0.32
2016-03-11 14:01:32,51.66,4.23,0.32
2016-03-11 16:01:32,42.84,4.22,0.32
2016-03-11 18:01:31,44.85,4.23,0.32
2016-03-11 20:01:33,43.77,4.22,0.32
2016-03-11 22:01:26,27.66,4.25,0.32
2016-03-12 00:01:33,40.92,4.23,0.32
2016-03-12 02:01:29,26.82,4.25,0.32
2016-03-12 04:01:30,36.28,4.26,0.32
2016-03-12 06:01:31,30.89,4.25,0.32
2016-03-12 08:01:30,26.74,4.18,0.32
2016-03-12 10:01:31,44.00,4.22,0.32
2016-03-12 12:01:29,27.28,4.25,0.32
2016-03-12 14:01:26,28.23,4.24,0.32
2016-03-12 16:01:34,39.87,4.23,0.32
2016-03-12 18:01:31,27.90,4.24,0.32
2016-03-12 20:01:22,27.08,4.23,0.32
2016-03-12 22:01:33,26.86,4.25,0.32
2016-03-13 00:01:30,29.32,4.24,0.32
2016-03-13 02:01:34,27.71,4.24,0.32
2016-03-13 04:01:30,31.17,4.25,0.32
2016-03-13 06:01:32,43.62,4.22,0.32
2016-03-13 08:01:31,32.04,4.25,0.32
2016-03-13 10:01:31,28.43,4.21,0.32
2016-03-13 12:01:31,26.9 ,4.25,0.32
2016-03-13 14:01:23,28.62,4.11,0.32
2016-03-13 16:01:31,43.69,4.23,0.32
2016-03-13 18:00:58,25.09,7.88,0.61
2016-03-13 20:00:58,25.23,7.90,0.60
2016-03-13 22:00:55,22.54,7.91,0.60
2016-03-14 00:00:58,20.60,12.0,0.73
2016-03-14 02:01:07,22.45,6.38,0.55
2016-03-14 04:01:51,19.94,13.3,0.24
2016-03-14 06:00:54,37.84,11.8,0.73
2016-03-14 08:01:01,20.36,12.3,0.76
2016-03-14 10:00:57,23.59,12.4,0.76
2016-03-14 12:00:55,20.12,12.2,0.75
2016-03-14 14:00:54,20.96,12.3,0.75
2016-03-14 16:01:01,23.22,8.70,0.48
2016-03-14 18:01:15,23.07,8.66,0.47
2016-03-14 20:01:03,20.64,11.0,0.64
2016-03-14 22:01:01,20.56,12.1,0.78
2016-03-15 00:01:00,28.76,12.2,0.78
2016-03-15 02:00:56,20.01,12.2,0.78
2016-03-15 04:01:11,20.41,12.2,0.78
2016-03-15 06:00:59,21.27,12.2,0.78
2016-03-15 08:00:59,20.54,12.2,0.78
2016-03-15 10:00:53,20.25,12.2,0.78
2016-03-15 12:01:00,20.01,12.2,0.78
2016-03-15 14:00:57,29.60,12.0,0.78
2016-03-15 16:00:56,34.05,11.5,0.77
2016-03-15 18:00:57,25.94,11.0,0.74
2016-03-15 20:01:15,38.02,9.85,0.67
2016-03-15 22:02:26,22.60,8.73,0.55
2016-03-16 00:00:54,20.70,12.5,0.76
2016-03-16 02:00:59,23.81,8.02,0.47
2016-03-16 04:00:56,20.52,12.0,0.73
2016-03-16 06:00:56,22.3 ,6.13,0.74
2016-03-16 08:00:56,21.21,6.30,0.75
2016-03-16 10:00:52,26.40,6.30,0.74
2016-03-16 12:01:17,26.41,6.29,0.74
2016-03-16 14:00:54,21.25,6.00,0.75
2016-03-16 16:01:24,56.68,3.02,0.34
2016-03-16 18:01:33,58.09,3.68,0.35
2016-03-16 20:02:52,19.82,1.69,0.79
